,분류,공연/행사명,날짜/시간,장소,이용대상,이용요금,홈페이지?주소,대표이미지,유무료
304,독주/독창회,박수진 피아노 독주회,2025-05-03~2025-05-03,세종문화회관 세종체임버홀,7세 이상 관람 가능 (2018 년 이전 출생자),"전석 20,000원",https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=36107&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c514863abfd746e39c22303fec91c1fe&thumb=Y,유료
305,클래식,[서울시립교향악단] 2025 서울시향 키즈 콘서트 : 클래식 음악 여행,2025-05-03~2025-05-03,롯데콘서트홀,5세(2020년 출생) 이상 관람 가능,"R 50,000원 S 30,000원",https://www.seoulphil.or.kr/perf/view?perfNo=6723&calendarDate=2025/05/01&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2e890d4026894a218cdb667345ec8e03&thumb=Y,유료
306,축제-전통/역사,[운현궁] 2025 고종 ? 명성후 가례 재현행사,2025-05-03~2025-05-03,운현궁 노락당,누구나,무료,https://www.unhyeongung.or.kr/sub/prpgram/total_list.php?abmode=view&no=1593&group=basic&code=B35,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5bcf4f0a484740b1a5fc6ca24e2eda6f&thumb=Y,무료
307,축제-문화/예술,2025 청계천박물관 어린이날 문화놀이터,2025-05-03~2025-05-03,청계천박물관,누구나,,https://museum.seoul.go.kr/www/board/NR_boardView.do?actionMethod=&sortName=&searchVal=&actionUri=&bbsCd=1018&endDt=&searchKey=TITLE___1002&sso=ok&regPwd=N&pageType=&sortOrder=&startDt=&rssYn=&currentPage=&seq=20250428193840464&ctgCd=&showSummaryYn=N,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4db0122acf6e4420a6be79f8985560f2&thumb=Y,무료
308,축제-기타,[서울시] 엄마아빠 함께 달려요! [2025 서울 유아차 런],2025-05-03~2025-05-03,광화문광장-청계천-서울광장 일대,48개월 이하 영유아 포함 부모(달리기 참가) 등 서울시민(기타 행사 참여),"30,000원(달리기 참가), 서울광장 행사는 무료참여",https://seoulstrollerrun.co.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0de25b46298d43ec9b84951930f15f0b&thumb=Y,유료
309,전시/미술,[청계천박물관] 청계천의 낮과 밤,2025-05-02~2025-10-12,청계천박물관 기획전시실,전체관람가,,https://museum.seoul.go.kr/cgcm/board/NR_boardView.do?bbsCd=1002&seq=20250421155641193,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c690b15d517f481ca49119f2c70fab06&thumb=Y,무료
310,전시/미술,2025 앤서니 브라운展: 마스터 오브 스토리텔링,2025-05-02~2025-09-28,예술의전당 한가람미술관 2층,전체관람가," 24개월~18세 16,000원 / 19세 이상 22,000",https://www.artcenter-ida.com/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f82d371ee44c49b8adf19a9f4da60198&thumb=Y,유료
311,전시/미술,[서울공예박물관] 염원을 담아-실로 새겨 부처에 이르다,2025-05-02~2025-07-27,서울공예박물관 전시1동 3층 기획전시실,누구나,무료,https://craftmuseum.seoul.go.kr/exhibit/plan/view/157,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6d2674e5d5b1419c9aea5c44deaa5b15&thumb=Y,무료
312,교육/체험,[서울시립미술관] 《떨어지는 눈》 전시 연계 워크숍 [작도 연습],2025-05-02~2025-07-12,"서울시립 북서울미술관 전시실 3, 4",누구나,,https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1396549,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3779200be9784285a0a74eb54d2106d2&thumb=Y,무료
313,기타,[서울도서관] 책읽는 맑은냇가,2025-05-02~2025-06-29,청계천(모전교~광통교),누구나,무료,https://www.seouloutdoorlibrary.kr/user/stream/about.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1311b1a1cc6a44f9acd04d754c15f958&thumb=Y,무료
314,교육/체험,[서울공예박물관] Open Studio : 복슬복슬 모루공예(5월2일),2025-05-02~2025-05-30,서울공예박물관 전시3동 1층 교육실,모든 시민,,https://craftmuseum.seoul.go.kr/progrm/view/325,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=61ecbef647674ef393baa9bd889d17c3&thumb=Y,무료
315,교육/체험,[중랑문화재단] 나대기 예술아카데미 5월,2025-05-02~2025-05-29,중랑아트센터 프로그램실/ 시청각실,성인,프로그램별 상이 (상세 내용 참조),https://www.jnfac.or.kr/art/edu/view/593,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dc8add75d7fa4828b60509a290feaba9&thumb=Y,유료
316,교육/체험,[서울아트책보고] 소설로 읽는 인문학,2025-05-02~2025-05-23,서울아트책보고 워크숍룸,성인,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=19257&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6f8e8a10d48f41759f0399b5f24af54c&thumb=Y,무료
317,전시/미술,[한성백제박물관] 야간 갤러리 톡talk톡talk,2025-05-02~2025-05-23,한성백제박물관 전시실 등,누구나,무료,https://baekjemuseum.seoul.go.kr/board/index.jsp?boardid=SBM0501000000&mmode=content&mpid=SBM0501000000&skin=notice&pid=22655&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4155ca65738a47c98ffe63dabd1e0b62&thumb=Y,무료
318,전시/미술,2025년 아르코미술관 [예술로(路)소풍] 어린이 작품 전시회 《놀러와요! 예술의 섬으로~》,2025-05-02~2025-05-11,아르코미술관 1층 공간열림,누구나,,https://www.arko.or.kr/artcenter/board/view/506?bid=266&page=&cid=716108&dateLocation=now&bid=266,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=240e3ab47e9b4cedb1754390dee2afb6&thumb=Y,무료
319,연극,[구로문화재단] 어린이 환경극 [찌부짜부 친구들],2025-05-02~2025-05-11,구로창의아트홀,36개월 이상 관람가,"전석 10,000원",https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3838&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=869e57f48f964f3283c6f48c07452db2&thumb=Y,유료
320,교육/체험,[서울역사박물관] 조선시대 경희궁 체험 [경희궁 별별 유생들],2025-05-02~2025-05-04,경희궁(서울시 종로구 새문안로 45),초등학생 자녀를 동반한 가족,무료,https://museum.seoul.go.kr/www/board/NR_boardView.do?bbsCd=1014&seq=20250414133813273&sso=ok,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bd820565fbbc40b2b103c8b525327087&thumb=Y,무료
321,무용,[세종문화회관] 동방미래특급,2025-05-02~2025-05-04,세종M씨어터,2018년 이전 출생자 관람 가능 (2018년생 포함),"R석 50,000원 S석 40,000원",https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35974&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=44944ae684524a19b5c046c14193f740&thumb=Y,유료
322,연극,"[금천문화재단] 더(THE) 작은 공연장 [봄여름가을겨울 슴숨슘], [흔들흔들 우주] 쇼케이스 공연 안내",2025-05-02~2025-05-04,"금나래아트홀 공연장, 오미생태공원, 금천정원지원센터","임신부, 영유아 및 보호자",무료,https://gcfac.or.kr/board/perforNoticeDetail?gcfac_menu_cd=U0016&board_gb=perforNotice&board_seq=8684&currRow=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7b147d9e89dc4396b7a958d888f04a75&thumb=Y,무료
323,콘서트,[2024-25 Theatre 이문세] - 서울,2025-05-02~2025-05-03,세종대극장,7세 이상 관람 가능 (2018년 이전 출생자),"R석 170,000원 RS석 160,000원 S석 150,000원 붉은노을석 110,000원 소녀석 90,000원",https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=36113&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4def3c8557574d68b454bf043a541061&thumb=Y,유료
324,클래식,비컴 원 시리즈 Ⅱ [Categor],2025-05-02~2025-05-02,세종문화회관 세종체임버홀,7세 이상 관람 가능 (2018년 이전 출생자),"전석 30,000원",https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=36187&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ddcd0b91e565492f8d759686949ef83d&thumb=Y,유료
325,교육/체험,[서울 문화의 밤] 5월 방구석 북토크 - 껌지와 딱지(허정윤),2025-05-02~2025-05-02,서울도서관 1층 생각마루(일반자료실),서울도서관 회원 ,,https://lib.seoul.go.kr/lecture/applyDetail/5981,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=54d58a5278ef45d284cd9fff6b7e2f34&thumb=Y,무료
326,국악,제 5회 김수민 해금 독주회,2025-05-02~2025-05-02,서울돈화문국악당,누구나,"전석 20,000원 (학생 50%, 예술인패스 50%, 경로자우대 50%)   ",https://sdtt.or.kr/user/program/2025/5/1689,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=50cbdd3fd76c46acb38dc18fb907e758&thumb=Y,유료
327,전시/미술,[DDP] Prelude to spring_봄을 여는 꽃의 전주곡,2025-05-01~2025-07-30,DDP뮤지엄 디자인둘레길 B2F,누구나,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=558&boardno=15&bbstopno=558&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5dcb3b9ae0184d58ae5bec4946eaf810&thumb=Y,무료
328,전시/미술,[서울시립미술관] 말하는 머리들,2025-05-01~2025-07-06,"서울시립미술관 서소문본관 2층, 3층",누구나,무료,https://sema.seoul.go.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b8c9a8f8580a4706a5b385ba9a6a538a&thumb=Y,무료
329,교육/체험,"[서울상상나라] 우리, 캠핑 가요!",2025-05-01~2025-06-29,서울상상나라 3층 문화놀이,5세 이상 어린이(보호자 1인 참여),"무료(입장료 4,000원 별도)",https://www.seoulchildrensmuseum.org/education/educationList.do?Classification=3,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d909c906acde4f6cb3a4e1e21dc4a48b&thumb=Y,무료
330,교육/체험,[중랑문화재단] 옹기테마체험관 2025년 5월 프로그램,2025-05-01~2025-06-28,"옹기테마체험관 옹기체험장, 공예체험장, 한지체험장",누구나(5세~성인),,https://www.jnfac.or.kr/app/potEdu/list,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e44d3b1225ef4d90ab33430a3caa0c1f&thumb=Y,무료
331,뮤지컬/오페라,[노원문화재단] 2025 노원어린이극장 공동기획 공연 뮤지컬 [드라랄라 치과],2025-05-01~2025-06-01,노원어린이극장,만 24개월 이상(24개월 이상 관객은 모두 1인 1 티켓 소지),"전석 60,000원",https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=422,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d165f59af5c64ee6a84fe4e96b853e39&thumb=Y,유료
332,교육/체험,[서울돈화문국악당] 투어 프로그램 [돈화문 샅샅] 5월,2025-05-01~2025-05-31,서울돈화문국악당,전체관람가,,https://sdtt.or.kr/user/program/2025/5/1684,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8cf1ff0e4dc54f20a743a0139832aa26&thumb=Y,무료
333,교육/체험,[송파 청년아티스트센터] 예술가와 함께하는 풍납 탐구 생활 5월 프로그램,2025-05-01~2025-05-31,송파 청년아티스트센터 1층,누구나,,https://linktr.ee/artistcenter_songpa,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ab2af164348d4fe68376ab5c9e86c55c&thumb=Y,무료
334,축제-문화/예술,2025 DDP 봄축제: 디자인 테마파크,2025-05-01~2025-05-31,DDP 일대,누구나,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=677&boardno=16&bbstopno=677&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a37c408d3c2f47e3adf73fa1319eb3eb&thumb=Y,무료
335,영화,[청춘극장] 2025년 5월 영화 및 공연 프로그램,2025-05-01~2025-05-31,청춘극장 문화일보홀,프로그램별 상이,"2,000원 (공연 관람료 3,000원)",https://cafe.naver.com/seoulsilvercinema,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=72da2df3873145ef811331529fa4618c&thumb=Y,유료
336,교육/체험,[마포구립서강도서관] 5월 문화프로그램,2025-05-01~2025-05-31,마포구립서강도서관,누구나,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=10308,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1cbaae0eed564405b6d33bda05ba38ba&thumb=Y,무료
337,교육/체험,[서울아트책보고] 4일만에 끝내는 서양미술사,2025-05-01~2025-05-22,서울아트책보고 워크숍룸,성인,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=19256&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a8ecebd3e384448e9914ae5a593cce58&thumb=Y,무료
338,축제-기타,[서울시청] 2025 광화문 가족동행 축제 [펀펀한 광화문광장!],2025-05-01~2025-05-06,광화문광장 육조마당 일대,누구나,무료,https://gwanghwamun.seoul.go.kr/ghm/event/ghm/detail.do?mid=1035&srchType=&pageNo=1&keyword=&eventSn=1327,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b99c48d0540a4c84ac88e81ce2b05cdb&thumb=Y,무료
339,축제-문화/예술,[청와대] 2025 청와대 야간개방 [청와대 밤마실],2025-05-01~2025-05-06,청와대 일원,누구나,무료,https://www.opencheongwadae.kr/mps/festival/eventView?festivalNo=222&menuId=MENU002020104000000&schType=0&year=2025&schText=&pageNum=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3e54a8b0dd344cceb1926cd49ac291d7&thumb=Y,무료
340,전시/미술,13B 갤러리 단체전 [진짜 돌],2025-05-01~2025-05-05,한남하우스,누구나,"입장료 2,000원",https://www.instagram.com/p/DIdvtKayXEK/?img_index=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b8b8202664c54979b4973c656732ccaf&thumb=Y,유료
341,전시/미술,2025 서울 일러스트코리아,2025-05-01~2025-05-04,코엑스 Hall B,누구나,"정가 12,000원(홈페이지 참고)",https://illustrationkorea.co.kr/coex/visitors/guide/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=42259a2c4863437f801e9b720eb0583a&thumb=Y,유료
342,축제-기타,"[서울시] 돈 워리, 비 해치! [해치 1주년 팬파티]",2025-05-01~2025-05-03,"서울시청 1층 로비, 서울광장",서울 시민 누구나,,https://mediahub.seoul.go.kr/archives/2014192?tr_code=snews,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=316b1ca248024639b096b0b8aea08c25&thumb=Y,무료
343,클래식,콰르텟 플로 제1회 정기연주회,2025-05-01~2025-05-01,예술의전당 인춘아트홀,미취학아동 입장불가,"전석 20,000원",https://www.sac.or.kr/site/main/show/show_view?SN=73862,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d7e2db0e8db24a698f9c3bc3b8191697&thumb=Y,유료
344,축제-문화/예술,"2025년, 제 103회 어린이날 큰잔치",2025-05-01~2025-05-01,월드컵경기장 내 평화광장,누구나,무료,https://www.saekdong.org/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=91ba18ec40d449a79ce9d17923dacb17&thumb=Y,무료
345,전시/미술,[서울시립 북서울미술관] 떨어지는 눈 Take My Eyes Off,2025-04-30~2025-07-20,"서울시립 북서울미술관 2층 전시실 3, 전시실 4",누구나,,https://sema.seoul.go.kr/kr/whatson/exhibition/detail?exNo=1393224&glolangType=KOR&adminYn=Y,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9a55f4198814410f91831f568379c18c&thumb=Y,무료
346,전시/미술,[서울시립북서울미술관] 《그림이라는 별세계: 이건희컬렉션과 함께》 ,2025-04-30~2025-07-20,"서울시립 북서울미술관 1층 전시실1, 프로젝트갤러리1",누구나,무료,https://sema.seoul.go.kr/kr/whatson/exhibition/detail?exNo=1392274,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c5d0cf44f0cb4a3c87d70f03aa7bea37&thumb=Y,무료
347,전시/미술,[서울아트책보고] 움직이다. 상상하다. 다르게 보다,2025-04-30~2025-07-06,서울아트책보고 갤러리,누구나,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=19334&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1fc434aefce246f5970cfcd80fa31d2f&thumb=Y,무료
348,연극,화이트래빗 레드래빗(WHITE RABBIT RED RABBIT),2025-04-30~2025-05-25,세종문화회관 세종S씨어터,14세 이상 관람 가능 (2011년 이전 출생자)	,"전석 60,000원",https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=36158&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=80d4a1a241704a238aeb4ad838ddc56d&thumb=Y,유료
349,전시/미술,양대원 기획초대전 [내적 감정의 표상],2025-04-30~2025-05-18,세종뮤지엄갤러리 B1,누구나,,https://www.instagram.com/p/DJDmZnOp2vk/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=189d2cf6cf11472b806cf7b7f8c90909&thumb=Y,무료
350,전시/미술,2024오사카 공모전 대상 수상자 [고선애 초대전]   우리 함께,2025-04-30~2025-05-11,갤러리 인덱스 (종로구 인사동길 45 3층),누구나,,https://www.galleryindex.co.kr/Upcoming,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=eaf4fcf60eb7418dbccac6cc1764d52f&thumb=Y,무료
351,교육/체험,[서울문화예술교육센터 서초] 음악의 문장 [이상한 나라의 진은숙],2025-04-30~2025-04-30,서울문화예술교육센터 서초  1층 더 라운지,성인 총 40명 ,,https://www.sfac.or.kr/asa/edu/view.do?eduMstSeq=35123,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6bfd4797f9964527a1b2d7c694014f29&thumb=Y,무료
352,영화,[성동문화재단] 2025 성동 필름 페스타 [세계 영화 상영회 3회차],2025-04-30~2025-04-30,소월아트홀,누구나,무료,https://sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=1255&page=1&p_kind=&s_idx=&s_keyword=+3%ED%9A%8C%EC%B0%A8,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d1d73e528cb34325bff16f130cf5c2d4&thumb=Y,무료
353,클래식,피아니스트 민효인의 음악속으로 시리즈 IV ,2025-04-30~2025-04-30,예술의전당 인춘아트홀,미취학아동 입장불가,"전석 30,000원",https://www.sac.or.kr/site/main/show/show_view?SN=70145,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d83ff400855943b39a35cf143bbbfa22&thumb=Y,유료
